REGION,PROVINCE,CITY,LOCATION,OWNERSHIP_CLASS,Unnamed: 6,NAME OF HOSPITAL,ABC,MEDICAL_DIRECTOR,CLASS,SERVCE CAPABILI TY,CONTACT,EMAIL,FAX,MOBILE,REMARKS,Actual Hospital Name,Mapping_Address,lat,lng
EASTERN VISAYAS,EASTERN SAMAR,,"National Road, Brgy. Tawagan, Oras, Eastern Samar",PVT,ORAS DOCTORS HOSPITAL,50,Dr. Armand L. Catudio,General,Level 1,9054704141,orasdoctorshospi tal@gmail.com,NaN,NaN,NaN,NaN,ORAS DOCTORS HOSPITAL,"ORAS DOCTORS HOSPITAL, EASTERN VISAYAS, EASTERN SAMAR",12.1277292,125.4347599
EASTERN VISAYAS,EASTERN SAMAR,,"Brgy. 08, Gen. Macarthur, Eastern Samar",PVT,OUR LADY OF GUADALUPE HOSPITAL,25,Dr. Alfredo Y. Perez,General,Level 1,9178578801,olgh2015@gmail.c om,NaN,NaN,NaN,NaN,OUR LADY OF GUADALUPE HOSPITAL,"OUR LADY OF GUADALUPE HOSPITAL, EASTERN VISAYAS, EASTERN SAMAR",11.251902,125.5392241
EASTERN VISAYAS,EASTERN SAMAR,,"National Road, Brgy. Cantahay, Guiuan, Eastern Samar",PVT,PONFERRADA POLYMEDIC HOSPITAL,23,Dr. Soccoro De Lira - Ponferada,General,Level 1,9175117707,socorro_ponferra da@yahoo.com,NaN,NaN,NaN,NaN,PONFERRADA POLYMEDIC HOSPITAL,"PONFERRADA POLYMEDIC HOSPITAL, EASTERN VISAYAS, EASTERN SAMAR",11.5000731,125.4999908
EASTERN VISAYAS,EASTERN SAMAR,,"Corner Loyola and Guimbaolibot Avenue, Brgy. Salve, Guiuan, Eastern Samar",PVT,ST. JUDE HOSPITAL,15,"Dr. Fernando C. Naputo, Jr.",General,Level 1,9778402000,fernandocnaputoj r@yahoo.com,NaN,NaN,NaN,NaN,ST. JUDE HOSPITAL,"ST. JUDE HOSPITAL, EASTERN VISAYAS, EASTERN SAMAR",11.0288896,125.7310566
EASTERN VISAYAS,EASTERN SAMAR,,"Brgy. 13, National Highway, Salcedo, Eastern Samar",PVT,"SALCEDO DOCTORS HOSPITAL, INC.",20,Dr. Antonia B. Sabalberino,General,Level 1,"09224458789 /
09435293978",salcedodoctorhos pital@gmail.com,NaN,NaN,NaN,NaN,"SALCEDO DOCTORS HOSPITAL, INC.","SALCEDO DOCTORS HOSPITAL, INC., EASTERN VISAYAS, EASTERN SAMAR",11.1452085,125.6703191
EASTERN VISAYAS,NORTHERN SAMAR,,"Diversion Road 2, Brgy. Bangkerohan, Catarman, Northern Samar",PVT,CATARMAN DOCTORS HOSPITAL INC,41,Dr. Thomas D. De Asis,General,Level 1,"09167571026 /
09174801819",CDH1_catarman@ yahoo.com,NaN,NaN,NaN,NaN,CATARMAN DOCTORS HOSPITAL INC,"CATARMAN DOCTORS HOSPITAL INC, EASTERN VISAYAS, NORTHERN SAMAR",12.4978597,124.64798
EASTERN VISAYAS,NORTHERN SAMAR,,"Brgy. Central, Gamay, Northern Samar",PVT,GAMAY DOCTORS HOSPITAL,25,Dr. Marilyn Uy-Umil,General,Level 1,9777186162,gamaydoctorshos pital2019@gmail.c om,NaN,NaN,NaN,NaN,GAMAY DOCTORS HOSPITAL,"GAMAY DOCTORS HOSPITAL, EASTERN VISAYAS, NORTHERN SAMAR",12.381724,125.2963626
EASTERN VISAYAS,NORTHERN SAMAR,,"Cababto-an, Pambujan, Northern Samar",PVT,ST. SCHOLASTICA'S HOSPITAL,10,Dr. John E. Kam,General,Level 1,9955046078,stscholasticashos pital@gmail.com,NaN,NaN,NaN,NaN,ST. SCHOLASTICA'S HOSPITAL,"ST. SCHOLASTICA'S HOSPITAL, EASTERN VISAYAS, NORTHERN SAMAR",12.5528551,124.9122433
EASTERN VISAYAS,SAMAR,Calbayog City,"Brgy. San Policarpo, Calbayog City",PVT,ADVENTIST HOSPITAL CALBAYOG INC,15,Rose Shirley T. Terrer- Llaguno,General,Level 1,9165112423,adventist_hospital @yahoo.com,NaN,NaN,NaN,NaN,ADVENTIST HOSPITAL CALBAYOG INC,"ADVENTIST HOSPITAL CALBAYOG INC, EASTERN VISAYAS, SAMAR, Calbayog City",12.0675749,124.5929574
EASTERN VISAYAS,SAMAR,Calbayog City,"Maharlika Highway, Brgy. Trinidad, Calbayog City",PVT,ST. CAMILLUS HOSPITAL,50,Fr. Renato D. Maliwat,General,Level 1,(055) 209-3289,schcalbayog@yah oo.com,NaN,NaN,NaN,NaN,ST. CAMILLUS HOSPITAL,"ST. CAMILLUS HOSPITAL, EASTERN VISAYAS, SAMAR, Calbayog City",12.077992,124.546967
EASTERN VISAYAS,SAMAR,Catbalogan City,"Diversion Road, Brgy. Canlapwas, Catbalogan City",PVT,CATBALOGAN DOCTORS HOSPITAL,100,Dr. Lloyd M. Umil,General,Level 1,9176231964,catbalogandoctor shospital@gmail. com,NaN,NaN,NaN,NaN,CATBALOGAN DOCTORS HOSPITAL,"CATBALOGAN DOCTORS HOSPITAL, EASTERN VISAYAS, SAMAR, Catbalogan City",11.7794118,124.8882464
ZAMBOANGA PENINSULA REGION,BASILAN,"Isabela City, Basilan","Aguada, Isabela City, Basilan",PVT,BASILAN COMMUNITY HOSPITAL,35,"Ma. Isabel B. Sanson, M.D.",General,Level 1,NaN,NaN,NaN,NaN,NaN,NaN,BASILAN COMMUNITY HOSPITAL,"BASILAN COMMUNITY HOSPITAL, ZAMBOANGA PENINSULA REGION, BASILAN, Isabela City, Basilan",6.6985442,121.9684989
ZAMBOANGA PENINSULA,BASILAN,"Isabela City, Basilan","CP Rizal St., Isabela City, Basilan",PVT,INFANTE HOSPITAL MANAGEMENT CORPORATION,25,"Joel T. Sanchez, M.D.",General,Level 1,NaN,NaN,NaN,NaN,NaN,NaN,INFANTE HOSPITAL MANAGEMENT CORPORATION,"INFANTE HOSPITAL MANAGEMENT CORPORATION, ZAMBOANGA PENINSULA, BASILAN, Isabela City, Basilan",6.705363699999999,121.972851
ZAMBOANGA PENINSULA,BASILAN,"Isabela City, Basilan","Rizal Ave., Isabela City, Basilan",PVT,JUAN S. ALANO MEMORIAL HOSPITAL,25,"Rienne Q. Minsuarez-H. Damih, M.D., MPH",General,Level 1,NaN,NaN,NaN,NaN,NaN,NaN,JUAN S. ALANO MEMORIAL HOSPITAL,"JUAN S. ALANO MEMORIAL HOSPITAL, ZAMBOANGA PENINSULA, BASILAN, Isabela City, Basilan",6.7003669,121.9705505
ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,,"Poblacion, National Highway, Mahayag, Zamboanga del Sur",PVT,LORENZO TAN MULTI-PURPOSE COOPERATIVE HOSPITAL,41,Dr. Randy C. Guangco,General,Level 1,NaN,NaN,NaN,NaN,NaN,NaN,LORENZO TAN MULTI-PURPOSE COOPERATIVE HOSPITAL,"LORENZO TAN MULTI-PURPOSE COOPERATIVE HOSPITAL, ZAMBOANGA PENINSULA, ZAMBOANGA DEL SUR",7.838305399999999,123.2966657
ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,,"Blancia, Molave, Zamboanga del Sur",PVT,BLANCIA HOSPITAL,18,Dr. Ramcarl O. Blancia,General,Level 1,NaN,NaN,NaN,NaN,NaN,NaN,BLANCIA HOSPITAL,"BLANCIA HOSPITAL, ZAMBOANGA PENINSULA, ZAMBOANGA DEL SUR",8.083261799999999,123.4916144
ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,,"Burgos St., Molave, Zamboanga del Sur",PVT,SALUG VALLEY MEDICAL CENTER,28,Dr. Rolyn S. Igano,General,Level 1,NaN,NaN,NaN,NaN,NaN,NaN,SALUG VALLEY MEDICAL CENTER,"SALUG VALLEY MEDICAL CENTER, ZAMBOANGA PENINSULA, ZAMBOANGA DEL SUR",8.0925523,123.4865367
ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,Pagadian City,"F.S. Pajares St., Pagadian City",PVT,HOFILEŇA HOSPITAL,56,Dr. Jose F. Hofileňa III,General,Level 1,NaN,NaN,NaN,NaN,NaN,NaN,HOFILEŇA HOSPITAL,"HOFILEŇA HOSPITAL, ZAMBOANGA PENINSULA, ZAMBOANGA DEL SUR, Pagadian City",7.825135700000001,123.4373634
ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,Pagadian City,"V. Sagun St., Pagadian City",PVT,"METRO PAGADIAN HOSPITAL, INC",25,Dr. Rosalind T. Pasay,General,Level 1,NaN,NaN,NaN,NaN,NaN,NaN,"METRO PAGADIAN HOSPITAL, INC","METRO PAGADIAN HOSPITAL, INC, ZAMBOANGA PENINSULA, ZAMBOANGA DEL SUR, Pagadian City",7.826828,123.438303
ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,Pagadian City,"Rizal Ave., Bagong Silang, Balangasan, Pagadian City",PVT,JAMELARIN HOSPITAL,12,Dr. Angela J. Espanola,General,Level 1,NaN,NaN,NaN,NaN,24-12,NaN,JAMELARIN HOSPITAL,"JAMELARIN HOSPITAL, ZAMBOANGA PENINSULA, ZAMBOANGA DEL SUR, Pagadian City",7.825351,123.419074
ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,Pagadian City,"Rizal, Ave., San Pedro District, Pagadian City",PVT,J. CABAHUG HOSPITAL,25,Dr. Corazon Liz C. Parangan,General,Level 1,NaN,NaN,NaN,NaN,10-25,NaN,J. CABAHUG HOSPITAL,"J. CABAHUG HOSPITAL, ZAMBOANGA PENINSULA, ZAMBOANGA DEL SUR, Pagadian City",7.8244206,123.4303993
ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,Pagadian City,Pagadian City,PVT,PAGADIAN DOCTORS HOSPITAL,30,Dr. Allan T. Sy,General,Level 1,NaN,NaN,NaN,NaN,NaN,NaN,PAGADIAN DOCTORS HOSPITAL,"PAGADIAN DOCTORS HOSPITAL, ZAMBOANGA PENINSULA, ZAMBOANGA DEL SUR, Pagadian City",7.8303597,123.4464524
ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,Pagadian City,"B. Pulmones St., San Pedro, Pagadian City",PVT,AISAH MEDICAL HOSPITAL,110,Dr. Brando Khalif S. Jally,General,Level 1,NaN,NaN,NaN,NaN,60-110,NaN,AISAH MEDICAL HOSPITAL,"AISAH MEDICAL HOSPITAL, ZAMBOANGA PENINSULA, ZAMBOANGA DEL SUR, Pagadian City",7.824283200000001,123.4434987
ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,Pagadian City,"Cabrera St., San Francisco District,  Pagadian City",PVT,PAGADIAN CITY MEDICAL CENTER,100,Dr. Samuel J. Mendero,General,Level 2,062-2143237,pcmcofficial@yah oo.com,2152647,NaN,NaN,NaN,PAGADIAN CITY MEDICAL CENTER,"PAGADIAN CITY MEDICAL CENTER, ZAMBOANGA PENINSULA, ZAMBOANGA DEL SUR, Pagadian City",7.8397033,123.4343445
ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,Zamboanga City,"P. Brillantes St., Zambo. City",PVT,ZAMBOANGA PUERICULTURE LYING-IN  MATERNITY HOSPITAL,21,"Dr. Rodelin M. Agbulos, MPH",General,Level 1,NaN,NaN,NaN,NaN,NaN,NaN,ZAMBOANGA PUERICULTURE LYING-IN  MATERNITY HOSPITAL,"ZAMBOANGA PUERICULTURE LYING-IN  MATERNITY HOSPITAL, ZAMBOANGA PENINSULA, ZAMBOANGA DEL SUR, Zamboanga City",6.907119,122.0755207
ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,Zamboanga City,"San Jose St., Zamboanga City",PVT,UNIVERSIDAD DE ZAMBOANGA MEDICAL CENTER,20,"Ernesto U Domingo, M.D., Mpa",General,Level 1,NaN,NaN,NaN,NaN,NaN,NaN,UNIVERSIDAD DE ZAMBOANGA MEDICAL CENTER,"UNIVERSIDAD DE ZAMBOANGA MEDICAL CENTER, ZAMBOANGA PENINSULA, ZAMBOANGA DEL SUR, Zamboanga City",6.9091349,122.0674896
ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,Zamboanga City,"Pilar St., Barangay Zone II, Zamboanga City",PVT,"HOSPITAL DE ZAMBOANGA, INC.",23,"Dr. Walid A. Amil, MPH",General,Level 1,NaN,NaN,NaN,NaN,NaN,NaN,"HOSPITAL DE ZAMBOANGA, INC.","HOSPITAL DE ZAMBOANGA, INC., ZAMBOANGA PENINSULA, ZAMBOANGA DEL SUR, Zamboanga City",6.9049353,122.0797893
ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,Zamboanga City,"Veterans Avenue, Zamboanga City, Zamboanga del Sur",PVT,"ZAMBOANGA DOCTORS’ HOSPITAL, INC.",148,Dr. Edwina D. Cabato,General,Level 2,062-9911929,zdh1964@yahoo.c om,"9921776/99
23982",NaN,NaN,NaN,"ZAMBOANGA DOCTORS’ HOSPITAL, INC.","ZAMBOANGA DOCTORS’ HOSPITAL, INC., ZAMBOANGA PENINSULA, ZAMBOANGA DEL SUR, Zamboanga City",6.915202400000001,122.0798441
ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,Zamboanga City,"Veterans Ave., Extension, Zamboanga City",PVT,WEST METRO MEDICAL CENTER,110,Dr. Wilhelma I. Hocson,General,Level 2,9912506/9912507,westmetro_hospit al@hotmail.com/w estmetro_hospital @gmail.com,9931094,NaN,NaN,NaN,WEST METRO MEDICAL CENTER,"WEST METRO MEDICAL CENTER, ZAMBOANGA PENINSULA, ZAMBOANGA DEL SUR, Zamboanga City",6.923419,122.079139
ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,Zambonga City,"RT Lim Boulevard, Sto. Niño, Zamboanga City",PVT,"BRENT HOSPITAL AND COLLEGES, INC.",100,"Dr. Maritess E. Maxino, Mhm",General,Level 2,(062) 955 0926,medical.director1 2@yahoo.com,9915358,NaN,NaN,NaN,"BRENT HOSPITAL AND COLLEGES, INC.","BRENT HOSPITAL AND COLLEGES, INC., ZAMBOANGA PENINSULA, ZAMBOANGA DEL SUR, Zambonga City",6.908033199999999,122.0683597
ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,Zamboanga City,"Mayor Vitaliano D. Agan Avenue, Zamboanga City",PVT,CIUDAD MEDICAL ZAMBOANGA,160,Dr. Alberto T. Tan,General,Level 2,062-9927330-36,ciudadmedical_za m@yahoo.com,9927337,NaN,NaN,NaN,CIUDAD MEDICAL ZAMBOANGA,"CIUDAD MEDICAL ZAMBOANGA, ZAMBOANGA PENINSULA, ZAMBOANGA DEL SUR, Zamboanga City",6.914832199999999,122.0762941
ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,Zamboanga City,"Maria Clara Lobregat Highway, Putik, Zamboanga City",PVT,"ZAMBOANGA PENINSULA MEDICAL CENTER, INC",110,Dr. Darwisa Ho Singkee,General,Level 2,(062) 955-4579,zpmc1999@gmail. com,"062-
9554579-83
loc704&
loc120",NaN,198-110,NaN,"ZAMBOANGA PENINSULA MEDICAL CENTER, INC","ZAMBOANGA PENINSULA MEDICAL CENTER, INC, ZAMBOANGA PENINSULA, ZAMBOANGA DEL SUR, Zamboanga City",6.9397879,122.0925448
ZAMBOANGA PENINSULA,ZAMBOANGA DEL NORTE,Dipolog City,"604 Padre Ramon St., Dipolog City",PVT,"OSPITAL NG KABATAAN NG DIPOLOG, INC.",32,"Dr. Pacita L. Franco, FPPS, FPSHBT",General,Level 1,NaN,NaN,NaN,NaN,NaN,NaN,"OSPITAL NG KABATAAN NG DIPOLOG, INC.","OSPITAL NG KABATAAN NG DIPOLOG, INC., ZAMBOANGA PENINSULA, ZAMBOANGA DEL NORTE, Dipolog City",8.584216999999999,123.345061
ZAMBOANGA PENINSULA,ZAMBOANGA DEL NORTE,Dipolog City,"Turno, Dipolog City",PVT,MMGHHSCP COOPERATVE HOSPITAL,35,"Teresa C. Lopez, M.D.",General,Level 1,NaN,NaN,NaN,NaN,NaN,NaN,MMGHHSCP COOPERATVE HOSPITAL,"MMGHHSCP COOPERATVE HOSPITAL, ZAMBOANGA PENINSULA, ZAMBOANGA DEL NORTE, Dipolog City",8.5804271,123.3533013
ZAMBOANGA PENINSULA,ZAMBOANGA SIBUGAY,,"Buug, Zamboanga Sibugay",PVT,ST. JOHN GENERAL HOSPITAL,10,"Dr. Janice G. Vergara, FPOGS, FPSUOG",General,Level 1,NaN,NaN,NaN,NaN,NaN,NaN,ST. JOHN GENERAL HOSPITAL,"ST. JOHN GENERAL HOSPITAL, ZAMBOANGA PENINSULA, ZAMBOANGA SIBUGAY",7.5225247,122.3107517
ZAMBOANGA PENINSULA,ZAMBOANGA SIBUGAY,,"Titay, Zamboanga Sibugay",PVT,ROMEO B. SIBUD COUNTY HOSPITAL,20,Dr. Perlie B. Sibud,General,Level 1,NaN,NaN,NaN,NaN,NaN,NaN,ROMEO B. SIBUD COUNTY HOSPITAL,"ROMEO B. SIBUD COUNTY HOSPITAL, ZAMBOANGA PENINSULA, ZAMBOANGA SIBUGAY",7.8703989,122.5611967
ZAMBOANGA PENINSULA,ZAMBOANGA SIBUGAY,,"Poblacion, Ipil, Zamboanga Sibugay",PVT,DR. HENRY DE VILLA MEMORIAL HOSPITAL,30,Dr. Vida Josefina V. Natividad,General,Level 1,NaN,NaN,NaN,NaN,NaN,NaN,DR. HENRY DE VILLA MEMORIAL HOSPITAL,"DR. HENRY DE VILLA MEMORIAL HOSPITAL, ZAMBOANGA PENINSULA, ZAMBOANGA SIBUGAY",7.5225247,122.3107517
ZAMBOANGA PENINSULA,ZAMBOANGA SIBUGAY,,"Sanito, Ipil, Zamboanga Sibugay",PVT,M. SIMON HOSPITAL & PHARMACY,32,Dr. Franklin B. Macalua,General,Level 1,NaN,NaN,NaN,NaN,NaN,NaN,M. SIMON HOSPITAL & PHARMACY,"M. SIMON HOSPITAL & PHARMACY, ZAMBOANGA PENINSULA, ZAMBOANGA SIBUGAY",7.783482500000001,122.5891252
ZAMBOANGA PENINSULA,ZAMBOANGA SIBUGAY,,"Ipil, Zamboanga Sibugay",PVT,IPIL DOCTOR'S HOSPITAL,18,Dr. Carlos L. Gemarino,General,Level 1,NaN,NaN,NaN,NaN,NaN,NaN,IPIL DOCTOR'S HOSPITAL,"IPIL DOCTOR'S HOSPITAL, ZAMBOANGA PENINSULA, ZAMBOANGA SIBUGAY",7.793572900000001,122.6013071
ZAMBOANGA PENINSULA,ZAMBOANGA SIBUGAY,,"Kabasalan, Zambo. Sibugay",PVT,PATHFINDER ESTATE HOSPITAL,22,Dr. Elena Semella- Ocureza,General,Level 1,NaN,NaN,NaN,NaN,NaN,NaN,PATHFINDER ESTATE HOSPITAL,"PATHFINDER ESTATE HOSPITAL, ZAMBOANGA PENINSULA, ZAMBOANGA SIBUGAY",7.796499999999999,122.7673137
ZAMBOANGA PENINSULA,ZAMBOANGA SIBUGAY,,"R.T. Lim, Zamboanga Sibugay",PVT,R.T. LIM FAMILY HOSPITAL CO.,18,Dr. Gaby Batuigo,General,Level 1,NaN,NaN,NaN,NaN,NaN,NaN,R.T. LIM FAMILY HOSPITAL CO.,"R.T. LIM FAMILY HOSPITAL CO., ZAMBOANGA PENINSULA, ZAMBOANGA SIBUGAY",7.651534,122.4664611
NORTHERN MINDANAO,BUKIDNON,,"Sayre Highway, Poblacion, Don Carlos, Bukidnon",PVT,SIMBULAN STO. NIÑO HOSPITAL,48,Dr. Lana Simbulan Bugarin,General,Level 1,tel (088)828-0817,ssngh_simbulan @yahoo.com,NaN,NaN,NaN,NaN,SIMBULAN STO. NIÑO HOSPITAL,"SIMBULAN STO. NIÑO HOSPITAL, NORTHERN MINDANAO, BUKIDNON",7.681614899999999,124.9966371
NORTHERN MINDANAO,BUKIDNON,,"E. Aguinaldo St., Poblacion, Don Carlos, Bukidnon",PVT,DON CARLOS DOCTORS HOSPITAL,120,Dr. David A. Pahilan,General,Level 2,"088-
2262649/0917859
5314","dcdoctorshospital
/david_pahilan99 @yahoo.com/davi d_pahilan@yahoo
.com",NaN,NaN,NaN,NaN,DON CARLOS DOCTORS HOSPITAL,"DON CARLOS DOCTORS HOSPITAL, NORTHERN MINDANAO, BUKIDNON",7.6799295,124.9954649
NORTHERN MINDANAO,BUKIDNON,,"Balangay 3, Poblacion, Quezon, Bukidnon",PVT,ST. CLAIRE HOSPITAL,20,Dr. Ofelia C. Pahilan,General,Level 1,NaN,st.clairehospital@ yahoo.com,NaN,9656617763,NaN,NaN,ST. CLAIRE HOSPITAL,"ST. CLAIRE HOSPITAL, NORTHERN MINDANAO, BUKIDNON",7.7308606,125.0999857
NORTHERN MINDANAO,BUKIDNON,,"P-2A South Poblacion, Maramag, Bukidnon",PVT,BONGCAS HOLY CHILD HOSPITAL,58,Dr. Roberto S. Bongcas,General,Level 1,(088)828-1746,bongcashc_hospi tal@yahoo.com,NaN,NaN,NaN,NaN,BONGCAS HOLY CHILD HOSPITAL,"BONGCAS HOLY CHILD HOSPITAL, NORTHERN MINDANAO, BUKIDNON",7.758063600000001,125.0018614
NORTHERN MINDANAO,BUKIDNON,,"Sayre Highway, Purok 8, North Poblacion, Maramag, Bukidnon",PVT,"ST. JOSEPH SOUTHERN BUKIDNON HOSPITAL, INC.",56,Dr. Evan V. Acuña,General,Level 2,"09177014416/088-
2590620/8284702","sjsbh5170@yahoo
.com",NaN,NaN,NaN,NaN,"ST. JOSEPH SOUTHERN BUKIDNON HOSPITAL, INC.","ST. JOSEPH SOUTHERN BUKIDNON HOSPITAL, INC., NORTHERN MINDANAO, BUKIDNON",7.7731786,125.0095664
NORTHERN MINDANAO,BUKIDNON,,"Camp Phillips, Manolo Fortich, Bukidnon",PVT,PHILLIPS MEMORIAL HOSPITAL,75,Dr. Myra A. Sicat,General,Level 2,"088-8555976 loc
3637 & 3638",pmg_pmb413@ya hoo.com,"8555976
loc3637or
3638",NaN,NaN,NaN,PHILLIPS MEMORIAL HOSPITAL,"PHILLIPS MEMORIAL HOSPITAL, NORTHERN MINDANAO, BUKIDNON",8.3259024,124.8174977
NORTHERN MINDANAO,BUKIDNON,,"Sitio Bongbong, Adtuyon, Pangantucan, Bukidnon",PVT,PANGANTUCAN MEDICAL HOSPITAL,16,Dr. Mary Grace Leopardas,General,Level 1,(088)828-1228,butbutan@yahoo. com,NaN,9164882738,NaN,NaN,PANGANTUCAN MEDICAL HOSPITAL,"PANGANTUCAN MEDICAL HOSPITAL, NORTHERN MINDANAO, BUKIDNON",7.830689700000001,124.8404403
NORTHERN MINDANAO,BUKIDNON,Malaybalay City,"Fortich Street, Barangay 7, Malaybalay City, Bukidnon",PVT,MALAYBALAY MEDICAL HOSPITAL CARE,17,Dr. Elecita N. Bargola,General,Level 1,(088)813-1140,malaybalay_medi cal_hospital@yah oo.com,NaN,NaN,38-17,NaN,MALAYBALAY MEDICAL HOSPITAL CARE,"MALAYBALAY MEDICAL HOSPITAL CARE, NORTHERN MINDANAO, BUKIDNON, Malaybalay City",8.1523489,125.1293853
NORTHERN MINDANAO,BUKIDNON,Malaybalay City,"Fortich St., Malaybalay City, Bukidnon",PVT,"BETHEL BAPTIST HOSPITAL, INC.",75,"Dr. Lynda Ruth C. Bicar
- Hospital Director",General,Level 1,"telefax (088)813-
2708",bethelbaptisthosp ital@gmail.com / bethelbaptisthosp ital@yahoo.com,"(088)813-
2708",NaN,NaN,NaN,"BETHEL BAPTIST HOSPITAL, INC.","BETHEL BAPTIST HOSPITAL, INC., NORTHERN MINDANAO, BUKIDNON, Malaybalay City",8.1598077,125.1216348
NORTHERN MINDANAO,BUKIDNON,Malaybalay City,"Fortich St., Brgy. 9, Malaybalay City, Bukidnon",PVT,"MALAYBALAY POLYMEDIC GENERAL HOSPITAL, INC.",150,"Dr. Maureen Mary T, Po",General,Level 2,088-8134016,mpgh1991@yaho o.com,8132365,NaN,NaN,NaN,"MALAYBALAY POLYMEDIC GENERAL HOSPITAL, INC.","MALAYBALAY POLYMEDIC GENERAL HOSPITAL, INC., NORTHERN MINDANAO, BUKIDNON, Malaybalay City",8.1486924,125.1319491
NORTHERN MINDANAO,BUKIDNON,Malaybalay City,"Datu Mampaalong Street, Barangay 6, Malaybalay City, Bukidnon",PVT,ST. JUDE THADDEUS GENERAL HOSPITAL (SJTGH),50,Dr. Annabelle D. Murillo,General,Level 1,"telefax (088)813-
4834",st.judethaddeus_0 8@ymail.com,NaN,NaN,NaN,NaN,ST. JUDE THADDEUS GENERAL HOSPITAL (SJTGH),"ST. JUDE THADDEUS GENERAL HOSPITAL (SJTGH), NORTHERN MINDANAO, BUKIDNON, Malaybalay City",8.1549535,125.1298863
NORTHERN MINDANAO,BUKIDNON,Valencia City,"P-10 Guinoyuran Road, Poblacion, Valencia City, Bukidnon",PVT,"MEDIDAS MEDICAL CENTER, INC.",25,Dr. Saturnino A. Medidas,General,Level 1,(088)828-6889,medidas_clinic@y ahoo.com,NaN,NaN,NaN,NaN,"MEDIDAS MEDICAL CENTER, INC.","MEDIDAS MEDICAL CENTER, INC., NORTHERN MINDANAO, BUKIDNON, Valencia City",7.905062200000001,125.0844916
NORTHERN MINDANAO,BUKIDNON,Valencia City,"Sayre Highway, Poblacion, Valencia City, Bukidnon",PVT,ESTHER HOSPITAL,50,Dr. Alexander N. Nacita,General,Level 1,(088)828-4445,estherhospital200 3@gmail.com,NaN,NaN,Infirmary to Level 1/ 14-50,NaN,ESTHER HOSPITAL,"ESTHER HOSPITAL, NORTHERN MINDANAO, BUKIDNON, Valencia City",7.8982932,125.0883579
NORTHERN MINDANAO,BUKIDNON,Valencia City,"Purok 16, Sayre Highway, Poblacion, Valencia City, Bukidnon",PVT,VALENCIA MEDICAL HOSPITAL,20,Dr. Lorna P. Garcia,General,Level 1,"telefax (088)828-
1228",butbutan@yahoo. com,NaN,NaN,NaN,NaN,VALENCIA MEDICAL HOSPITAL,"VALENCIA MEDICAL HOSPITAL, NORTHERN MINDANAO, BUKIDNON, Valencia City",7.9114007,125.092741
NORTHERN MINDANAO,BUKIDNON,Valencia City,"Sayre Highway, Poblacion, Valencia City, , Bukidnon",PVT,"VALENCIA POLYMEDIC GENERAL HOSPITAL, INC.",90,Dr. Melquisedes L. Po,General,Level 2,"088-
8288000/8134016","vpgh2015@yahoo
.com/mpgh1991@ yahoo.com",NaN,NaN,NaN,NaN,"VALENCIA POLYMEDIC GENERAL HOSPITAL, INC.","VALENCIA POLYMEDIC GENERAL HOSPITAL, INC., NORTHERN MINDANAO, BUKIDNON, Valencia City",7.9147169,125.0921264
NORTHERN MINDANAO,BUKIDNON,Valencia City,"4007 P. Valero St., Purok 16, Poblacion, Valencia City, Bukidnon",PVT,ABELLA MIDWAY HOSPITAL,30,Dr. Dinah G. Abella,General,Level 1,"telefax (088)828-
3533",abella.midway@y ahoo.com / abella_midway@y ahoo.com,NaN,NaN,NaN,NaN,ABELLA MIDWAY HOSPITAL,"ABELLA MIDWAY HOSPITAL, NORTHERN MINDANAO, BUKIDNON, Valencia City",7.911218099999999,125.0921318
NORTHERN MINDANAO,BUKIDNON,Valencia City,"A. Aguilar St., Valencia City, Bukidnon",PVT,"ADVENTIST MEDICAL CENTER- VALENCIA CITY, INC.",100,Dr. Janellie C. Sumatra,General,Level 2,088-8287777,info@adventistme dicalcenter.org/inf o@amcvalencia.o rg,8282212,NaN,NaN,NaN,"ADVENTIST MEDICAL CENTER- VALENCIA CITY, INC.","ADVENTIST MEDICAL CENTER- VALENCIA CITY, INC., NORTHERN MINDANAO, BUKIDNON, Valencia City",7.8631903,125.1708741
