,REGION,PROVINCE,CITY,LOCATION,OWNERSHIP CLASS.,,NAME OF HOSPITAL,ABC,MEDICAL DIRECTOR/ CHIEF OF HOSPITAL,CLASS,SERVCE CAPABILI TY,CONTACT NOS.,E-MAIL ADDRESS,FAX NO.,MOBILE NO.,REMARKS,Actual Hospital Name
1079,DAVAO,DAVAO DEL NORTE,Tagum City,"Highway 54, Rabe Subd., Visayan Village, Tagum City",PVT,"TAGUM DOCTORS’ HOSPITAL, INC.",100,Dr. Alejandro C. Rodriguez,General,Level 2,6556747,"tagumdoc@yahoo
.com",,,,,"TAGUM DOCTORS’ HOSPITAL, INC."
1080,DAVAO,DAVAO DEL NORTE,Tagum City,"cor. Sobcrecary-Rizal, Tagum City",PVT,"UNITED DOCTOR'S HOSPITAL OF TAGUM, INC.",20,Dr. Jerry P. Manongas,General,Level 1,084-400-1917,tagum59@yahoo. com,,,,,"UNITED DOCTOR'S HOSPITAL OF TAGUM, INC."
1081,DAVAO,DAVAO DEL NORTE,Tagum City,"Mabini Street, Magugpo South, Tagum City",PVT,"AQUINO MEDICAL SPECIALISTS HOSPITAL, INC.",50,Dr. Susan A. Ramos,General,Level 1,084-216-2156,aquinohospital@y ahoo.com,,,,,"AQUINO MEDICAL SPECIALISTS HOSPITAL, INC."
1082,DAVAO,DAVAO DEL NORTE,Tagum City,"Christ the King Road, Brgy. Apokon, Tagum City, Davao Del Norte",PVT,BISHOP JOSEPH REGAN MEMORIAL HOSPITAL,180,Dr. Marilyn Grace L. Mangilet,General,Level 2,"084-6559351 loc
101",bishopreganhospi tal@yahoo.com.p h,,,,,BISHOP JOSEPH REGAN MEMORIAL HOSPITAL
1083,DAVAO,DAVAO DEL NORTE,Tagum City,Poblacion Tagum City,PVT,"MINDANAO FOUNDATION FOR MEDICAL DISASTER PREPAREDNESS AND RESPONSE, INC.",19,Dr. Bernardo S. Adolfo,General,Level 1,,,,,,,"MINDANAO FOUNDATION FOR MEDICAL DISASTER PREPAREDNESS AND RESPONSE, INC."
1084,DAVAO,DAVAO DEL SUR,,"National Highway, Sinaragan, Matanao, Davao Del Sur",PVT,ST. BENEDICT HOSPITAL OF DAVAO DEL SUR. INC.,138,Dr. Romulo A. Busuego,General,Level 2,9298732933,st.benedicthospit al2017dvs@gmail. com,,,,,ST. BENEDICT HOSPITAL OF DAVAO DEL SUR. INC.
1085,DAVAO,DAVAO DEL SUR,,"Apo Beach Zone III, Sta. Cruz, Dvo Sur",PVT,"MARPE' MEDICAL CLINIC AND HOSP., INC",30,Dr. Tamara Joy B. Martel,General,Level 1,,marpemed@yaho o.com,,,,,"MARPE' MEDICAL CLINIC AND HOSP., INC"
1086,DAVAO,DAVAO DEL SUR,,"R. delos Cientos St., Bansalan",PVT,CENTENO MED. SPECIALISTS HOSP.INC.,30,Dr. Dubhe A. Raz,General,Level 1,082-2720437,cmshi_07@yahoo. com,,,46-30,,CENTENO MED. SPECIALISTS HOSP.INC.
1087,DAVAO,DAVAO DEL SUR,,"Bonifacio Rd Bansalan, Dvo del Sur",PVT,MABAMA DOCTORS' HOSPITAL,52,Dr. Sylvia P. Bragat,General,Level 1,"0920247-
2361/272-2081",williambragat@ya hoo.com,,,,,MABAMA DOCTORS' HOSPITAL
1088,DAVAO,DAVAO DEL SUR,,"Magsaysay St. Pob. Padada, Dvo. Sur",PVT,BARON-YEE HOSPITAL,49,Dr. Luisa E. Baron-Yee,General,Level 1,9085475844,baron_yeehospita l@yahoo.com,,,,,BARON-YEE HOSPITAL
1089,DAVAO,DAVAO DEL SUR,,"Guihing, Hagonoy, Dvo del Sur",PVT,"GONZALES MARANAN MED. CTR.,INC. GUIHING SATELLITE",30,Dr. Emma Rosario G. Lutero,General,Level 1,,"gmmcisat@yahoo
.com",,,,,"GONZALES MARANAN MED. CTR.,INC. GUIHING SATELLITE"
1090,DAVAO,DAVAO DEL SUR,,"Sta. Cruz, Davao del Sur",PVT,"MEDCORE HOSPITAL, INC.",30,Dr. Julieto Comia,General,Level 1,,medcore11@yaho o.com,,,,,"MEDCORE HOSPITAL, INC."
1091,DAVAO,DAVAO DEL SUR,,"Southern Paligue, Padada, Dvo Sur",PVT,"SOUTH DAVAO MED. SPECILAISTS' HOSPITAL, INC.",78,Dr. Vincent Alexes A. Paden,General,Level 1,082-2760797,maryjeansilvino@ gmail.com,,,,,"SOUTH DAVAO MED. SPECILAISTS' HOSPITAL, INC."
1092,DAVAO,DAVAO DEL SUR,,"S. Osmeña St., Bansalan, Dvo del Sur",PVT,VIACRUCIS MEDICAL HOSPITAL,78,Dr. Victor M. Viacrucis,General,Level 1,,viacrucis.medhos pital@gmail.com,,,,,VIACRUCIS MEDICAL HOSPITAL
1093,DAVAO,DAVAO DEL SUR,Davao City,"Lanang J.P. Laurel Ave. cor. Banawe St., Brgy. Aquino, Davao City",PVT,"CURE PHILIPPINES, INC.",30,Dr. Espiridion R. Reyes,Specialty- Ortho,Level 1,082-3005345,info.tebowcure.or g,,,,,"CURE PHILIPPINES, INC."
1094,DAVAO,DAVAO DEL SUR,Davao City,"Mac Arthur Highway, Lizada, Toril, DC",PVT,"DAVAO MEDIQUEST HOSPITAL, INC.",46,"Dr. Ricardo P.  Reyes, Jr.",General,Level 1,"082-2951007/291-
0229-30",dmhi_hospital@y ahoo.com,,,,,"DAVAO MEDIQUEST HOSPITAL, INC."
1095,DAVAO,DAVAO DEL SUR,Davao City,"Sampaguita St., Mintal, Dvo City",PVT,"HOLY SPIRIT COMMUNITY HOSPITAL OF DAVAO, INC.",30,Dr. Jo Anne A. Layug,General,Level 1,082-293-0236,hschdmintal@gm ail.com,,,,,"HOLY SPIRIT COMMUNITY HOSPITAL OF DAVAO, INC."
1096,DAVAO,DAVAO DEL SUR,Davao City,"Km. 26 Calinan, Davao City",PVT,ISAAC T. ROBILLO MEMORIAL HOSPITAL,78,Dr. Ruben G. Robillo,General,Level 1,082-295-0200,itrmh79@yahoo.c om,,,,,ISAAC T. ROBILLO MEMORIAL HOSPITAL
1097,DAVAO,DAVAO DEL SUR,Davao City,"Km. 14, McArthur Hi-way, Toril, Dvo. City",PVT,"MALTA MEDICAL CENTER, INC.",24,Dr. Warner C. Camarao,General,Level 1,"291-
4188/3019493",maltamedicalcent er@yahoo.com,,,48-24,,"MALTA MEDICAL CENTER, INC."
1098,DAVAO,DAVAO DEL SUR,Davao City,"Rasay St., Toril, Dvo. City",PVT,ST. JOHN OF THE CROSS HOSPITAL,30,Dr. Romanito B. Pilay,General,Level 1,"082-
2910365/2914727",hrd.sjch@gmail.c om,,,,,ST. JOHN OF THE CROSS HOSPITAL
1099,DAVAO,DAVAO DEL SUR,Davao City,"Km. 4 J.P. Laurel Ave., Bajada, 19-B Poblacion District, Davao City, Davao Del Sur",PVT,"METRO DAVAO MEDICAL AND RESEARCH CENTER, INC.",135,Dr. Yvette Yenco- Tan,General,Level 2,082-287-7777,mdmrcdavao@ya hoo.com.ph,,,,,"METRO DAVAO MEDICAL AND RESEARCH CENTER, INC."
1100,DAVAO,DAVAO DEL SUR,Davao City,"Dr. A Gahol Avenue, Bajada, Brgy. 19-B, Poblacion District, Bajada, Davao City",PVT,"DAVAO MEDICAL SCHOOL FOUNDATION, INC.",154,"Dr. Victor D. Espino, Fpua, Fpcs",General,Level 2,227-2731,dmsfhospital@gm ail.com,,,,,"DAVAO MEDICAL SCHOOL FOUNDATION, INC."
1101,DAVAO,DAVAO DEL SUR,Davao City,"Brokenshire Heights, Madapo, Brgy. 8A, Davao City, Davao Del Sur",PVT,"BROKENSHIRE INTEGRATED HEALTH MINISTRIES, INC.",200,Dr. Michel N. Jamiana,General,Level 3,"082-
3053525/3053170","info@brokenshire
.org/licensing accreditation@br okenshire.org",,,,,"BROKENSHIRE INTEGRATED HEALTH MINISTRIES, INC."
1102,DAVAO,DAVAO DEL SUR,Davao City,"118 E. Quirino Avenue, Davao City",PVT,"DAVAO DOCTORS HOSPITAL (CLINICA HILARIO), INC.",250,Dr. Ronald P. Tangenete,General,Level 3,"082-
2212101/2228000",info@ddh.com.ph,,,,,"DAVAO DOCTORS HOSPITAL (CLINICA HILARIO), INC."
1103,DAVAO,DAVAO DEL SUR,Davao City,"Brgy. 2-A, Magallanes St., Davao City, Davao Del Sur",PVT,"ANDA RIVERVIEW MEDICAL CENTER, INC.",56,Dr. Jeanie E. Himagan,General,Level 2,"082-
2210808/0936964
0731",armci.hospital@g mail.com,,,,,"ANDA RIVERVIEW MEDICAL CENTER, INC."
1104,DAVAO,DAVAO DEL SUR,Davao City,"V. Illustre St., Davao City",PVT,"RICARDO LIMSO MEDICAL CENTER, INC.",85,Dr. Thomas S. Marquez- Lim,General,Level 2,"082-
2263688/2271629",rlmc.incorporated @gmail.com,,,,,"RICARDO LIMSO MEDICAL CENTER, INC."
1105,DAVAO,DAVAO DEL SUR,Davao City,"Km 7, McArthur Highway, Bangkal, Davao City, Davao Del Sur",PVT,"ADVENTIST HOSPITAL-DAVAO, INC.",75,Dr. Kenneth T. Tandug,General,Level 2,082-2972597,adventisthospital. dvo@gmail.com,,,,,"ADVENTIST HOSPITAL-DAVAO, INC."
1106,DAVAO,DAVAO DEL SUR,Davao City,"R. Castilllo St., Brgy. Centro, Agdao, Davao City, Davao del sur",PVT,GIG OCA ROBLES SEAMEN'S HOSPITAL,50,"Dr. Richard John C. Pecson, Fpoa",General,Level 2,082-2856215,shd_davao@yaho o.com,,,,,GIG OCA ROBLES SEAMEN'S HOSPITAL
1107,DAVAO,DAVAO DEL SUR,Davao City,"C. Guzman Street, Brgy. 14- B, Davao City",PVT,"SAN PEDRO HOSPITAL OF DAVAO CITY, INC.",250,Sr. Ma. Sonia B. Venus,General,Level 3,"082-
2270250/2226100-
106",sphadmin@sphda vao.com,2264714,,295-250,,"SAN PEDRO HOSPITAL OF DAVAO CITY, INC."
1108,DAVAO,DAVAO DEL SUR,Davao city,"R. Castilllo St., Brgy. Centro, Agdao, Davao City, Davao del sur",PVT,ALTERADO GENERAL HOSPITAL. INC.,160,Dr. Abe Jun Relado Versoza,General,Level 2,"082-
2243022/2216225",alterado_ general hospital@yahoo.c om.ph,,,,,ALTERADO GENERAL HOSPITAL. INC.
1109,DAVAO,DAVAO DEL SUR,Davao City,"3rd Avenue, Leon Garcia Street, Davao City, Davao Del Sur",PVT,MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATIVE OF DAVAO,80,Dr. Roberto A. Deniega,General,Level 2,082-3223096,mmghospital.dava o@yahoo.com,,,,,MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATIVE OF DAVAO
1110,DAVAO,DAVAO DEL SUR,Davao City,"Davao Park District, Dakudao Loop, Lanang San Antonio, Agdao Davao City, Davao Del Sur",PVT,"LANANG PREMIERE DOCTORS HOSPITAL, INC.  (new)",100,Dr. Santiago Jojo C. Aquino,General,Level 2,9989514552,ipdhi.quality@gm ail.com,,,new,,"LANANG PREMIERE DOCTORS HOSPITAL, INC.  (new)"
1111,DAVAO,DAVAO DEL SUR,Digos City,"McArthur Highway, Kiagot, Digos City , Davao Del Sur",PVT,"DIGOS DOCTORS’ HOSPITAL, INC",111,"Dr. Nieto L. Dangcalan, Administrator (Pres- Ceo)",General,Level 2,"825533517/3584
loc 19/125",digosdoctorshosp ital@yahoo.com,,,,,"DIGOS DOCTORS’ HOSPITAL, INC"
1112,DAVAO,DAVAO DEL SUR,Digos City,"Quezon Avenue, Digos City, Davao",PVT,"GONZALES MARANAN MEDICAL CENTER, INC.",100,Dr. Manuel K. Gonzales,General,Level 2,082-5532474,gmmc_inc@yaho o.com,,,,,"GONZALES MARANAN MEDICAL CENTER, INC."
1113,DAVAO,DAVAO DEL SUR,Digos City,"Caños Bldg. Rizal Ave., Digos City",PVT,"ALFONSO G. LLANOS HOSPITAL, INC.",92,Dr. Allen L. Llanos,General,Level 1,082-553-2363,llanoshospital@g mail.com,,,,,"ALFONSO G. LLANOS HOSPITAL, INC."
1114,DAVAO,DAVAO DEL SUR,Digos City,"Rizal Ave., Digos City",PVT,SUNGA HOSPITAL,35,Dr. Joel Abella,General,Level 1,082-5530016,sungahospital@y ahoo.com.ph,,,50-35,,SUNGA HOSPITAL
1115,DAVAO,DAVAO DEL SUR,Digos City,"National Highway, Tres de Mayo, Digos City, Davao del Sur",PVT,MEDICAL CENTER OF DIGOS COOPERATIVE,147,"Engr Cirilo E. Hernan, Hosp Administrator",General,Level 2,082-5538533,mcdchospital@g mail.com,,,,,MEDICAL CENTER OF DIGOS COOPERATIVE
1116,DAVAO,DAVAO ORIENTAL,,"Madang, Mati, Davao Oriental",PVT,"ST. CAMILLUS HOSP OF MATI FOUNDATION, INC.",18,"Dr. Severo N. Arnao, Jr.",General,Level 1,087-3883-682,schmfi@camillus. com,,,30-18,,"ST. CAMILLUS HOSP OF MATI FOUNDATION, INC."
1117,SOCCSKSARGEN,NORTH COTABATO,,"F. Cajelo St. Pob. Antipas, Cotabato",PVT,"ANTIPAS MEDICAL SPECIALISTS HOSP., INC.",24,"Dr. Rodrigo A. Duarte, MBA-HA",General,Level 1,(064) 523-0003,amshi022806@ya hoo.com,,,70-24,,"ANTIPAS MEDICAL SPECIALISTS HOSP., INC."
1118,SOCCSKSARGEN,NORTH COTABATO,,"Nat'l Highway,Kagaya, Kabacan",PVT,DESERET SURGIMED HOSPITAL,50,"Dr. Irecson S. Casteel, DPBO, FPOA, MAHA",General,Level 1,,deseretsurgimed @gmail.com,,9467033846,,,DESERET SURGIMED HOSPITAL
1119,SOCCSKSARGEN,NORTH COTABATO,,"National Highway, Osias, Kabacan, Cot.",PVT,"KABACAN POLYMEDIC COOP., HOSP.",60,"Dr. Marita Obongen - Guillemer, MBA-HA",General,Level 1,064-572-6395,kpolymedic@yah oo.com,,,,,"KABACAN POLYMEDIC COOP., HOSP."
1120,,NORTH COTABATO,,"National Highway, Brgy. Kayaga, Kabacan, Cotabato",,DR. R.A.M. ALBUTRA GENERAL HOSPITAL,,,,,,albutragenhospita l@gmail.com,,,,,
1121,SOCCSKSARGEN,,,,PVT,,38,Dr. Betty G. Quiapo,General,Level 1,,,,9494203380,,,
1122,SOCCSKSARGEN,NORTH COTABATO,,"National Highway, Brgy. Osias, Kabacan, North Cotabato",PVT,"MINDANAO DOCTORS HOSPITAL AND CANCER CENTER, INC.",50,Dr. Ervin T. Castillo,General,Level 2,"09328500203/092
09505679/064-
5726314/5726315",mdhcc@gmail.co m/mdhcci.cares@ gmail.com,,,,,"MINDANAO DOCTORS HOSPITAL AND CANCER CENTER, INC."
1123,SOCCSKSARGEN,NORTH COTABATO,,"Poblacion, Libungan, North Cotabato",PVT,DR. RAMON PESANTE CLINIC AND HOSPITAL INC.,99,Dr. Ramon P. Pesante,General,Level 1,"064-2295384 /
5392",drpchi2018@gmai l.com,,"09099920771/0956 1720104/091062933
31/09998809681",55-99,,DR. RAMON PESANTE CLINIC AND HOSPITAL INC.
1124,SOCCSKSARGEN,NORTH COTABATO,,"#239 Magsaysay St., Mlang, Cotabato",PVT,CEM MEDICAL SPECIALIST HOSPITAL,40,"Dr. Eugene Myra L. Castillo, FPOGS, MHA",General,Level 1,(064) 572-4106,cem.medicalspeci alist@yahoo.com,,,,,CEM MEDICAL SPECIALIST HOSPITAL
1125,SOCCSKSARGEN,NORTH COTABATO,,"Purok 2, Barangay Sangat, Mlang, North Cotabato",PVT,"MLANG SPECIALISTS MEDICAL CENTER (MSMC), INC.",70,Dr. Ruel A. Sarillo,General,Level 2,064-5720726,ruel_sarillo@yaho o.com/msmc_exe c2015@yahoo.co m,,,,,"MLANG SPECIALISTS MEDICAL CENTER (MSMC), INC."
1126,SOCCSKSARGEN,NORTH COTABATO,,"M.H. Del Pilar St., Mlang, Cotabato Province",PVT,ROLDAN MEDICAL CLINIC AND HOSPITAL,50,"Cecilia R. Roldan, MD",,Level 1,"064-572-4028 /
09338295064",roldanMCH2020@ gmail.com,,,,,ROLDAN MEDICAL CLINIC AND HOSPITAL
1127,SOCCSKSARGEN,NORTH COTABATO,,"Pob. Makilala, North Cotabato",PVT,"MAKILALA MEDICAL SPECIALIST HOSP., INC.",30,Dr. Edwin Y. Mudanza,General,Level 1,064-572-2396,mmshi2007@yaho o.com,,,91-30,,"MAKILALA MEDICAL SPECIALIST HOSP., INC."
1128,SOCCSKSARGEN,NORTH COTABATO,,"National Highway, Pob. Makilala, Cotabato",PVT,MAKILALA MIDWAY HOSP.,65,Dr. Aideline Marie T. Singanon-Cagape,General,Level 1,(064) 577-9288,mmhi2018.human resource@gmail.c om,,,,,MAKILALA MIDWAY HOSP.
1129,SOCCSKSARGEN,NORTH COTABATO,,"Manuel L. Quezon St., Poblacion, Matalam, North Cotabato",PVT,"MATALAM MIDWAY HOSPITAL, INC.",48,Dr. Franklin R. Singanon,General,Level 1,,matalammidwayh ospital@gmail.co m,,0932-8863890,,,"MATALAM MIDWAY HOSPITAL, INC."
1130,SOCCSKSARGEN,NORTH COTABATO,,"Poblacion I, Midsayap, North Cotabato",PVT,ANECITO T. PESANTE SR. MEMORIAL HOSPITAL CO.,98,Dr. Evelyn P. Superioridad,General,Level 2,"064-
2299177/5214170",apsmhc@yahoo.c om,,,,,ANECITO T. PESANTE SR. MEMORIAL HOSPITAL CO.
1131,SOCCSKSARGEN,NORTH COTABATO,,"Pob. 8, Midsayap, Cotabato",PVT,"COMMUNITY HEALTH SERVICE COOPERATIVE HOSPITAL
(formerly MIDSAYAP COMMUNITY
DOCTORS HOSP.)",35,Dr. Emily C. Dizor,General,Level 1,064-229-7880,mcdh_012002@ya hoo.com,,,changed name,,"COMMUNITY HEALTH SERVICE COOPERATIVE HOSPITAL
(formerly MIDSAYAP COMMUNITY
DOCTORS HOSP.)"
1132,SOCCSKSARGEN,NORTH COTABATO,,"Poblacion 8, National Highway, Midsayap, North Cotabato",PVT,"MIDSAYAP DIAGNOSTIC CENTER AND HOSPITAL, INC.",58,Dr. Marietta F. Loria,General,Level 1,064-229-7368,jenellejoysegcan @gmail.com,,,,,"MIDSAYAP DIAGNOSTIC CENTER AND HOSPITAL, INC."
1133,SOCCSKSARGEN,NORTH COTABATO,,"145 Quezon Avenue,
Poblacion 6, Midsayap, Cotabato",PVT,"MIDSAYAP DOCTORS SPECIALIST HOSPITAL, INC.",31,"Dr. Ernesto A. Redoble, FPCHA, MPH, DM",General,Level 1,"09175050198 /
09488960278",@gmail.com / mdshiao2020@gm ail.com,,,,,"MIDSAYAP DOCTORS SPECIALIST HOSPITAL, INC."
1134,SOCCSKSARGEN,NORTH COTABATO,,"Pob. Pikit, Cotabato",PVT,CRUZADO MEDICAL HOSPITAL,30,"Dr. Isabelita Aliwanag- Cruzado, MAHA",General,Level 1,,binkycruzado@ya hoo.com,,9177268011,,,CRUZADO MEDICAL HOSPITAL
1135,SOCCSKSARGEN,NORTH COTABATO,,"National Highway, Sibsib, Tulunan, North Cotabato",PVT,SORILLA MEDICAL AND MATERNITY CLINIC AND HOSPITAL,55,Dr. Gadi Nathan T. Sorilla,General,Level 1,9177753229,smmchospital198 2@gmail.com,,,,,SORILLA MEDICAL AND MATERNITY CLINIC AND HOSPITAL
1136,SOCCSKSARGEN,NORTH COTABATO,,"Nat'l Highway,Purok Bual, Tulunan, Cotabato",PVT,BIRHEN SA REGLA MEDICAL CLINIC AND HOSPITAL,25,"Dr. Niño Nero A. Almirante I, MHA",General,Level 1,,birhenclinic@yah oo.com,,9185992934,,,BIRHEN SA REGLA MEDICAL CLINIC AND HOSPITAL
1137,SOCCSKSARGEN,NORTH COTABATO,Kidapawan City,"Quezon Blvd., Kidapawan City, North Cotabato",PVT,"MADONNA MEDICAL CENTER, INC.",60,"Dr. Chua S. Chen Jr., Maha",General,Level 1,(064) 572-6018,mghi1977@gmail. com,,,,,"MADONNA MEDICAL CENTER, INC."
1138,SOCCSKSARGEN,NORTH COTABATO,Kidapawan City,"Osmeña Drive, Poblacion, Kidapawan City",PVT,MIDWAY HOSPITAL,100,Dr. Franklin R. Singanon,General,Level 1,064-577-3686,midwayhospital@ ymail.com,,,,,MIDWAY HOSPITAL
1139,SOCCSKSARGEN,NORTH COTABATO,Kidapawan City,"Sudapin, Kidapawan City, North Cotabato",PVT,"KIDAPAWAN MEDICAL SPECIALISTS CENTER, INC.",100,Dr. Lily Y. Mudanza,General,Level 2,"064-
5771749/5774553",kmsci_871@hotm ail.com,5771862,,200-100 (3/4/2021),,"KIDAPAWAN MEDICAL SPECIALISTS CENTER, INC."
1140,SOCCSKSARGEN,NORTH COTABATO,Kidapawan City,"Quezon Boulevard, Poblacion, Kidapawan City",PVT,"KIDAPAWAN DOCTORS’ HOSPITAL, INC.",120,"Dr. Edwin Y. Gantuangco, FPCR",General,Level 1,"064-577-4480 /
577-4477",hr.kdhi@gmail.co m,,,,,"KIDAPAWAN DOCTORS’ HOSPITAL, INC."
1141,SOCCSKSARGEN,SARANGANI,,"Bialong, National Highway, Poblacion, Kiamba, Sarangani",PVT,"TIBURCIO B. AQUINO MEMORIAL HOSPITAL, INC.",25,"Dr. Willejun T. Valendez, DPCP, MAHA",General,Level 1,083-890-4061,tbamh2002@yaho o.com.ph,,,,,"TIBURCIO B. AQUINO MEMORIAL HOSPITAL, INC."
1142,SOCCSKSARGEN,SOUTH COTABATO,,"B. Bayan Sr. St., Pob. Polomolok",PVT,"BONTUYAN MEDICAL HOSPITAL, INC.",30,Dr. Jude G. Bontuyan,General,Level 1,(083) 500-9343,bmhi1964@gmail. com,,,62-30,,"BONTUYAN MEDICAL HOSPITAL, INC."
1143,SOCCSKSARGEN,SOUTH COTABATO,,"Citizen's Village, Pob. Polomolok, South Cotabato",PVT,HERAMIL  HOSPITAL,30,Dr. Wilma T. Heramil,General,Level 1,(083) 500-9247,heramil_hospital @gmail.com,,,50-30,,HERAMIL  HOSPITAL
1144,SOCCSKSARGEN,SOUTH COTABATO,,"# 85 Corner Rizal & Jacinto st, Brgy. Libertad, Surallah, South Cotabato",PVT,LANDERO CLINIC & HOSPITAL,65,"Dr. Aileen E. Landero- Afable, Mhca, Dpcom",General,Level 1,(083) 238-3187,landerohmc@gma il.com,"083-238-
3761",,,,LANDERO CLINIC & HOSPITAL
1145,SOCCSKSARGEN,SOUTH COTABATO,,"Diego Silang St., Brgy. Libertad, Surallah, South Cotabato",PVT,"LARIOSA CLINIC AND HOSPITAL, INC.",47,Dr. Nicasio Alejandro C. Arjona Jr.,General,Level 1,083-238-3059,admin.lariosa@g mail.com,,,60-47,,"LARIOSA CLINIC AND HOSPITAL, INC."
1146,SOCCSKSARGEN,SOUTH COTABATO,,"674 Rosal St.m, Brgy. Libertad, Surallah, So. Cotabato",PVT,SURALLAH COMMUNITY HOSPITAL,50,"Dr. Jude P. Javelosa, FPCP",General,Level 1,"083-238-3049 /
09464825526",surcomhospital@ gmail.com,,,,,SURALLAH COMMUNITY HOSPITAL
1147,SOCCSKSARGEN,SOUTH COTABATO,,"Polomolok, South Cotabato",PVT,HOWARD HUBBARD MEMORIAL HOSPITAL,95,Dr. Eva B. Hormigos,General,Level 2,083-5002183,hhmhospital@yah oo.com.ph,5002827,,,,HOWARD HUBBARD MEMORIAL HOSPITAL
1148,SOCCSKSARGEN,SOUTH COTABATO,Gen. Santos City,"27 Pres. Quezon Ave., N. Gen. Santos City, South Cotabato",PVT,R.O. DIAGAN COOPERATIVE HOSP.,18,Dr. Renato O. Diagan,General,Level 1,"083-552-3942 /
301-2912",ro_diagan0504@y ahoo.com,,,,,R.O. DIAGAN COOPERATIVE HOSP.
1149,SOCCSKSARGEN,SOUTH COTABATO,General Santos City,"National Highway, General Santos City",PVT,"ST. ELIZABETH HOSPITAL, INC.",273,Dr. Ronaldo G. Veneracion,General,Level 3,"083-
5523162/5526213",cordillerahospital @yahoo.com/info @cordillerahospit al.com,5526213,,248-273,,"ST. ELIZABETH HOSPITAL, INC."
1150,SOCCSKSARGEN,SOUTH COTABATO,General Santos City,"Cannery Road, City Heights, General Santos City",PVT,"MINDANAO MEDICAL CENTER, INC.",100,Dr. Joseph Cyril O. Bañas,General,Level 2,"083-
5533985/5521172",mindanao_med@ yahoo.com,5521172,,,,"MINDANAO MEDICAL CENTER, INC."
1151,SOCCSKSARGEN,SOUTH COTABATO,General Santos City,"National Highway, General Santos City",PVT,"GENERAL SANTOS DOCTORS’ HOSPITAL, INC.",280,Dr. Daniel Go Yap,General,Level 2,"083-
2502888/2502777",admin@gensando ctors.com,5533890,,,,"GENERAL SANTOS DOCTORS’ HOSPITAL, INC."
1152,SOCCSKSARGEN,SOUTH COTABATO,General Santos City,"Bula-lagao Road, cor. Arradaza St., General Santos City",PVT,SOCSARGEN COUNTY HOSPITAL,240,Dr. Romeo D. Pastor,General,Level 2,"083-5538906-07
loc 132",sch.mdo.dept@g mail.com,5534223,,,,SOCSARGEN COUNTY HOSPITAL
1153,SOCCSKSARGEN,SOUTH COTABATO,General Santos City,"Purok Veterans, National
Highway, Brgy. Calumpang, General Santos City",PVT,GENSAN MEDICAL CENTER,112,Dr. Edgardo R. Sandig,General,Level 2,"083-
5527064/8879898",gensanmedicalce nter@yahoo.com,,,,,GENSAN MEDICAL CENTER
1154,SOCCSKSARGEN,SOUTH COTABATO,General Santos City,"National Highway, Major Junction, Brgy. Apopong, General Santos City",PVT,SARANGANI BAY SPECIALISTS MEDICAL CENTER INC.,100,Dr. Shalimar Cortez,General,Level 2,"09175591680/091
90678408",gscsarmed@gmai l.com/sarmed.wtr @gmail.com,,"0917-5591680 /
0919-0678408",,,SARANGANI BAY SPECIALISTS MEDICAL CENTER INC.
1155,SOCCSKSARGEN,SOUTH COTABATO,Koronadal City,"General Santos Drive, Zone IV, Koronadal City, South Cotabato",PVT,DR. ARTURO P. PINGOY MEDICAL CENTER,100,Dr. Nanette P. Franco,General,Level 2,083-2282202,gmail.com/dchiko ronadal@gmail.co m,,,,,DR. ARTURO P. PINGOY MEDICAL CENTER
1156,SOCCSKSARGEN,SOUTH COTABATO,,"Judge Alba St., Koronadal City",PVT,"SOCOMEDICS MEDICAL CENTER, INC.",65,"Dr. Anthony B. Pascua, FPOA",General,Level 1,228-8202,socomedicsmedic alcenter@gmail.c om,,,,,"SOCOMEDICS MEDICAL CENTER, INC."
1157,SOCCSKSARGEN,SOUTH COTABATO,Koronadal City,"Purok Villegas, General Santos Drive, Koronadal City",PVT,"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC.",100,Dr. Romeo C. Teves,General,Level 2,"083-
5201948/2283550",avmsci@yahoo.co m,,,,,"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC."
1158,SOCCSKSARGEN,SOUTH COTABATO,,"Purok Liwayway, Ala Esperanza, Sultan Kudarat",PVT,"DR. DOMINGO B. TAMONDONG MEMORIAL HOSPITAL & COLLEGE FOUNDATION, INC.",100,Dr. Ma. Isel T. Bayuga,General,Level 2,64-5430026,ala_tmch@yahoo. com,,,,,"DR. DOMINGO B. TAMONDONG MEMORIAL HOSPITAL & COLLEGE FOUNDATION, INC."
1159,SOCCSKSARGEN,SULTAN KUDARAT,,"Purok Banawag, Villamor, Esperanza, Sultan Kudarat",PVT,JOHN MARK VILLANUEVA MEDICAL CLINIC,36,"Dr. John Mark Villanueva, MHcA",General,Level 1,9178477231,jmch_2014@yaho o.com,,,,,JOHN MARK VILLANUEVA MEDICAL CLINIC
1160,SOCCSKSARGEN,SULTAN KUDARAT,,"Esperanza, Sultan Kudarat",PVT,OUR LADY OF HOPE MEDICAL CLINIC & HOSP.,39,Dr. Jesus A. Galapate,General,level 1,(064) 202-6058,olhmch_1989@ya hoo.com,,,,,OUR LADY OF HOPE MEDICAL CLINIC & HOSP.
