region,province,city,complete_address,owner_ship,name_of_clinic,no._of_station,head_of_the_facility,contact_number,e_mail_address,validity,remarks,mapping_address,lat,lng,current_distance,gmaps_url,index
NCR,Caloocan City,NaN,"468 EDSA, Grace Park East, Brgy. 87 Caloocan City",PVT,"RENAL THERAPY SOLUTIONS, INC.",26,Dr. Ma. Angeline Ledesma Gugumba,0928-5026294,mmichaelbernabe.rtsi@gmail.com,"Feb. 9, 2020 to
Dec. 31, 2022",NaN,"468 EDSA, Grace Park East, Brgy. 87 Caloocan City",14.6569403,120.9891925,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,389.0
NCR,Caloocan City,NaN,"570 EDSA, Brgy. 95,
Balintawak, Caloocan City",PVT,"ROYAL CARE DIALYSIS CENTER, INC.",18,Dr. Juliet Kaw- Navarro,"9901825/801289
7",NaN,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"570 EDSA, Brgy. 95,
Balintawak, Caloocan City",14.6572305,120.9957172,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,390.0
NCR,Caloocan City,NaN,"4th Floor Araneta Square, Samson Road cor. Rizal Ave., Caloocan City",PVT,"ST. JOHN BIOCARE AND DIALYSIS CENTER FOUNDATION, INC.",25,Dr. Vimar Cruz,"5683401/962001
1/09279069670/0
933396925","sjbdc.caloocan@gmail
.com","Jan. 1, 2021 to
Dec. 31, 2023",NaN,"4th Floor Araneta Square, Samson Road cor. Rizal Ave., Caloocan City",14.6143876,120.9826056,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,391.0
NCR,Caloocan City,NaN,"2nd Floor, 544 Biglang Awa St., Brgy. 95 corner EDSA, Caloocan City",PVT,"THE KIDNEYSPACE, INC.",16,Dr. Karen Ann Hernandez-Lim,"09255201389/84
264355",thekidneyspace@gmail.com,"May 26, 2020 to
Dec. 31, 2022",NaN,"2nd Floor, 544 Biglang Awa St., Brgy. 95 corner EDSA, Caloocan City",14.6562027,120.9944297,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,392.0
NCR,Quezon City,NaN,"4th Floor GMA 7, GEMPC Bldg., 132
Timog Avenue, Brgy. Sacred Heart, Quezon City",PVT,A+ DIALYSIS CENTER,30,Dr. Josephine Go- Yap,"02-
922774/0917873
5212/632-
9220779",NaN,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"4th Floor GMA 7, GEMPC Bldg., 132
Timog Avenue, Brgy. Sacred Heart, Quezon City",14.632721,121.043526,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,393.0
NCR,Quezon City,NaN,"321 A. Bonifacio Ave., Brgy. San Jose, District 1, Quezon City",NaN,ACCUTEQS DIAGNOSTICS (new),16,Dr. Florencio T. Ong,"85660859/09662
105316",elp_ph@yahoo.com,"Aug. 28, 2021 to
Dec. 31, 2023",NaN,"321 A. Bonifacio Ave., Brgy. San Jose, District 1, Quezon City",14.6388604,120.9924556,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,394.0
NCR,Quezon City,NaN,"3rd Floor NorthRidge Plaza, 12 Congressional Ave., Proj. 8, Brgy. Toro, Tandang Sora, Quezon City",PVT,ALMAZAN RENAL CARE CENTER INC.,10,Dr. Ma. Czarlota Valdenor,"3598246/092284
20820/4543904",NaN,"Jan. 1, 2020 to
Dec. 31, 2022",NaN,"3rd Floor NorthRidge Plaza, 12 Congressional Ave., Proj. 8, Brgy. Toro, Tandang Sora, Quezon City",14.6706105,121.0389945,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,395.0
NCR,Quezon City,NaN,"360 Quezon Avenue, Quezon City",PVT,"B. BRAUN AVITUM PHILIPPINES, INC.",19,Dr. Melo Jane O. Paz,"09175993943/58
85600",eduardo.rodriguez@bbraun.com,"Jan. 1, 2020 to
Dec. 31, 2022",NaN,"360 Quezon Avenue, Quezon City",14.6223881,121.0071458,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,396.0
NCR,Quezon City,NaN,"79 Scout Gandia, Brgy. Laging Handa, Quezon City",PVT,"B. BRAUN AVITUM PHILIPPINES, INC.",29,Dr. Mildred A. Tayag,83735357,margarita.cosio@bbraun.com,"Mar. 8, 2021 to
Dec. 31, 2023","changed ownership from Phil Kidney Dialysis Foundation
(2021)","79 Scout Gandia, Brgy. Laging Handa, Quezon City",14.633246,121.027509,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,397.0
NCR,Quezon City,NaN,"#18 Betty Go-Belmonte Drive, Kaunlaran, Cubao, Quezon City",PVT,"B. BRAUN AVITUM PHILIPPINES, INC.",15,Dr. Cher Alaine Luna-Carolino,9175093957,margarita.cosio@bbraun.com,"Dec. 17, 2021 to
Dec. 31, 2023",changed ownership from Nephrocare (2021),"#18 Betty Go-Belmonte Drive, Kaunlaran, Cubao, Quezon City",14.6193283,121.0417004,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,398.0
NCR,Quezon City,NaN,"77 Congressional Ave. Ext., Pasong Tamo, Quezon City",PVT,"LIFEBRIDGE DIALYSIS CENTER
( formerly BROCKTON CORPORATION)",12,Dr. Ronald Perez,02-86359081,lifebridgedialysiscenter@gmail.com,"Sept. 11, 2020 to
Dec. 31, 2022",changed name (5/31/2021),"77 Congressional Ave. Ext., Pasong Tamo, Quezon City",14.6729847,121.0618165,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,399.0
NCR,Quezon City,NaN,"1140 Quezon Ave., Paligsahan, Quezon City",PVT,CAPITOL MEDICAL CENTER,15,Dr. Ronald S. Perez,"3767320/
09175772468",NaN,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"1140 Quezon Ave., Paligsahan, Quezon City",14.634105,121.021775,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,400.0
NCR,Quezon City,NaN,"#49 Timog Avenue,
South Triangle 4, Quezon City",PVT,CAREWINDS DIALYSIS CENTER CORPORATION,25,Dr. Cher Alaine Luna-Carolino,"0919999899/094
95031974/82552
272/0917592499
9","CAREWINDSCORP@g
mail.com/carewindsdialysisqc2019@gmail.com","Jan. 1, 2022  to
Dec. 31, 2024",NaN,"#49 Timog Avenue,
South Triangle 4, Quezon City",14.6366736,121.0269596,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,401.0
NCR,Quezon City,NaN,"# 33 V. Luna Avenue, Pinyahan, Quezon City",PVT,"CLEARBRIDGE MEDICAL PHILIPPINES, INC.",15,Dr. Rainer Mazo,"4364407/435273
5/09285046969/0
9178616474/283
3398",admin@clearbridgemedical.com.ph,"Jan.1, 2020 to Dec. 31, 2022",NaN,"# 33 V. Luna Avenue, Pinyahan, Quezon City",14.6373291,121.0503067,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,402.0
NCR,Quezon City,NaN,"216 General Luis St., Novaliches Proper, Novaliches, Quezon City",PVT,D FAMILYCARE NOVALICHES INC.,12,Dr. Leda Villapando,"09258197465/75
17606/09209735
099/0915099832
9/5517978","fcenovaclinic@yahoo.com.ph/dfamilycarenovainc.2019@gmail.com
/gracedialysisnova@gmail.com","Jan. 1, 2022 to
Dec. 31, 2024",NaN,"216 General Luis St., Novaliches Proper, Novaliches, Quezon City",14.721707,121.036082,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,403.0
NCR,Quezon City,NaN,"223 Marmico Building, Katipunan Road, Quezon City",PVT,"DOLCON HEALTH CARE SERVICES, INC.",11,Dr. Roderic H. Ng,"9130629/911253
6/9132330/91306
25/09257422268","dolcondialysis@yahoo
.com","Jan. 1, 2022 to
Dec. 31, 2024",NaN,"223 Marmico Building, Katipunan Road, Quezon City",14.6203046,121.072458,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,404.0
NCR,Quezon City,NaN,"21 Zabarte Rd., Brgy. Kaligayahan, Novaliches, Quezon City",PVT,EASE DIALYSIS AND WELLNESS CENTER CORP.,15,Dr. Anne Rhea Selga Dacayanan,4001689,easedialysis@gmail.com,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"21 Zabarte Rd., Brgy. Kaligayahan, Novaliches, Quezon City",14.738352,121.0474667,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,405.0
NCR,Quezon City,NaN,"Lower Ground Shopking By Xentromall, 170 Do�a Carmen Ave., Commonwealth, Quezon City",PVT,"FMA PR1ME CARE, INC.",8,"Dr. Vicente Tanseco, III",9175643615,NaN,"Aug. 3, 2020 to
Dec. 31, 2022",NaN,"Lower Ground Shopking By Xentromall, 170 Do�a Carmen Ave., Commonwealth, Quezon City",14.7052508,121.0824573,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,406.0
NCR,Quezon City,NaN,"Unit 028-029 & 048 A,
Lower Ground Floor, New Annex Bldg., SM City, Fairview, Quezon City",PVT,FRESENIUS KIDNEY CARE,14,"Dr. Vicente Tanseco, Jr.","02-7099791/02-
8919575/588266
9 /",Nephrocare.SMFairview@fmc.asia.com,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"Unit 028-029 & 048 A,
Lower Ground Floor, New Annex Bldg., SM City, Fairview, Quezon City",14.7341688,121.0590785,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,407.0
NCR,Quezon City,NaN,"#1026 G/F HPI Building, North EDSA, Quezon City",PVT,FRESENIUS KIDNEY CARE,14,Dr. Ian Henrick P. Cabading,"9261069/929675
9/8919579/86936
562/0917592792
5/09178146022",Nephrocare.northEdsa@fmc-asia.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"#1026 G/F HPI Building, North EDSA, Quezon City",14.6350058,121.0433286,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,408.0
NCR,Quezon City,NaN,"Diamond Arcade Building, 873 Aurora Blvd. cor. St. Mary Street, Cubao, Quezon City",PVT,FRESENIUS KIDNEY CARE,20,Dr. Layla Marie Paraiso,"82933684/09175
933853",nephrocare.cubao2@fmc-asia.com,"Mar. 6, 2020 to
Dec. 31, 2022",NaN,"Diamond Arcade Building, 873 Aurora Blvd. cor. St. Mary Street, Cubao, Quezon City",14.6227391,121.0522757,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,409.0
NCR,Quezon City,NaN,"1054 E. Rodriguez Sr. Ave., Quezon City",PVT,FRESENIUS KIDNEY CARE,13,Dr. Ramon R. Mora,7213869,NaN,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"1054 E. Rodriguez Sr. Ave., Quezon City",14.6228782,121.0281527,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,410.0
NCR,Quezon City,NaN,"118 EIP Bldg., Malakas St., Brgy. Central, Diliman, Quezon City",PVT,GP-GENESIS DIALYSIS CLINIC DIAGNOSTIC CENTER,35,Dr. Susan A�onuevo-Dela Rama,"2886342 loc. 103
0917-5214941",admin@genesisdialysis.com,renewal LTO (DC add-on to ASC),NaN,"118 EIP Bldg., Malakas St., Brgy. Central, Diliman, Quezon City",14.642647,121.049453,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,411.0
NCR,"Quezon, City",NaN,"1231 Quezon Ave. cor. Jose Abad Santos St., Diliman, Quezon, City",PVT,"HEMOTEK RENAL CENTER, INC.",30,Dr. Rodellen Consignado,"3328858/332885
9/5240091/09088
807025",q.avehemotek@yahoo.com,"Jan. 1, 2022 to
Dec. 31, 2024",from 40-30,"1231 Quezon Ave. cor. Jose Abad Santos St., Diliman, Quezon, City",14.6342582,121.0216915,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,412.0
NCR,Quezon City,NaN,"Brittany Square, Belfast Street corner Mindanao Avenue, Brgy. Pasong Putik, Fairview, Quezon City",PVT,"HEMOTEK RENAL CENTER, INC.",20,Dr. Yoradyl D. Sunga,"09179270114/
5361091 /",brittany.hemotek@yahoo.com,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"Brittany Square, Belfast Street corner Mindanao Avenue, Brgy. Pasong Putik, Fairview, Quezon City",14.7267565,121.0577951,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,413.0
NCR,Quezon City,NaN,"2nd Flr. Left Wing, 1465 Seneca Bldg., E. Rodriguez Sr. Ave., Brgy. Kristong Hari,
Quezon City",PVT,IKIDNEY CORP. (formerly MED LINE DIALYSIS CENTER),18,Dr. Ramona Nerissa E. Lobaton,"77170595/09178
908654",ikidneyrodriguez@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024",from 5-18,"2nd Flr. Left Wing, 1465 Seneca Bldg., E. Rodriguez Sr. Ave., Brgy. Kristong Hari,
Quezon City",14.6233451,121.0307477,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,414.0
NCR,Quezon City,NaN,"79 Kamagong St., Duyan- Duyan, Project 3,
Quezon City",PVT,INOCENTES DIALYSIS CLINIC,8,Dr. Leona Aguilar- Agustin,"4342810/775334
9/2567577",inocentesdialysisclinic@yahoo.com,"Jan.1, 2020 to Dec. 31, 2022",NaN,"79 Kamagong St., Duyan- Duyan, Project 3,
Quezon City",14.6295752,121.0669073,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,415.0
NCR,Quezon City,NaN,"Block 21 Lot 2, Don Mariano Marcos Ave., Fairview, Quezon City",PVT,JCTM KIDNEY CARE DIALYSIS CENTER,11,Dr. Catherine P. Ang,"0917-16877769/
0917-8116841 /","jc.moreno@jcmsummit
.org","Jan. 1, 2021 to
Dec. 31, 2023",NaN,"Block 21 Lot 2, Don Mariano Marcos Ave., Fairview, Quezon City",14.7048848,121.0766974,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,416.0
NCR,Quezon City,NaN,"3/F MC Square Bldg., 735 Mindanao Avenue, Brgy. Tandang Sora, Quezon City",PVT,MED LINE DIALYSIS CENTER,8,Dr. Ronald S. Perez,"2934679/091784
92407/09178908
654",RCPI.medline@gmail.com/renalcarepartnersinc19@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"3/F MC Square Bldg., 735 Mindanao Avenue, Brgy. Tandang Sora, Quezon City",14.6774451,121.0318758,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,417.0
NCR,Quezon City,NaN,"AVM Bldg., 75 Regalado Ave. cor. Ipil St., North Fairview, Quezon City",PVT,MED LINE DIALYSIS CENTER,5,Dr. Janice Kristine Friolo,9178954968,bmdialassist@yahoo.com,"Dec. 11, 2020 to
Dec. 31, 2022",NaN,"AVM Bldg., 75 Regalado Ave. cor. Ipil St., North Fairview, Quezon City",14.7201103,121.0612202,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,418.0
NCR,Quezon City,NaN,"44 Holy Spirit Drive, Don Antonio Heights, 2nd District, Quezon City",PVT,NEPHROLAB CORP. (new),8,Dr. Jehan Jill Llave,9178833090,nephrolabcorp@gmail.com,"Sept. 6, 2021 to
Dec. 31, 2023",NaN,"44 Holy Spirit Drive, Don Antonio Heights, 2nd District, Quezon City",14.681429,121.080086,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,419.0
NCR,Quezon City,NaN,"Block 87 Lot 1 Regalado Avenue, Brgy. Pasong Putik, North Fairview, Quezon City",PVT,"NEPHROLOGY CENTER OF FAIRVIEW DIALYSIS, INC.",15,Dr. Anna Lesslie C. Santamaria,"09178324653/09
330760236/8995
621/3588144",ncfregalado@yahoo.com,"Jan.1, 2020 to Dec. 31, 2022",NaN,"Block 87 Lot 1 Regalado Avenue, Brgy. Pasong Putik, North Fairview, Quezon City",14.7115274,121.0612118,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,420.0
NCR,Quezon City,NaN,"G/F A & M Building, #9 Commonwealth Avenue, Quezon City",PVT,"NEPHROLOGY CENTER OF FAIRVIEW DIALYSIS, INC.",15,"Dr. Hazel Daphine
R. Ni�alga",02-4424101-02,NaN,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"G/F A & M Building, #9 Commonwealth Avenue, Quezon City",14.6827365,121.0858689,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,421.0
NCR,Quezon City,NaN,"G/F Bencom Bldg., 146 West Avenue, Brgy.
Philam Homes, Quezon City",PVT,"NEPHROLOGY SERVICES PHILS., INC.",19,Dr. Alberto Frederick M. Celestial,"02-
9262821/412252
1/3512311/37671
48",nspiwest@yahoo.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"G/F Bencom Bldg., 146 West Avenue, Brgy.
Philam Homes, Quezon City",14.652759,121.029621,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,422.0
NCR,Quezon City,NaN,"Lot 29 Blk 40 Regalado Ave., Fairview Park, Quezon City",PVT,OCTARINE DIALYSIS CENTER,8,Dr. Cherry Sevilla- Are�as,"2960315/288759
2/09178856285",octarinecarecorp@gmail.com/odc.regalado@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"Lot 29 Blk 40 Regalado Ave., Fairview Park, Quezon City",14.7008068,121.0678562,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,423.0
NCR,Quezon City,NaN,"174 D. Tuazon St., Brgy. Maharlika, Quezon City",PVT,PENTAGON DIALYSIS CENTER CORP.,6,Dr. Mel Haltra I. Arakama,"9687637/
2116448/
09178104842",NaN,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"174 D. Tuazon St., Brgy. Maharlika, Quezon City",14.6320837,120.9987195,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,424.0
NCR,Quezon City,NaN,"1163 Evamin Complex, Quirino Highway, Brgy. Kaligayahan, Novaliches, Quezon City",PVT,"PEOPLE'S CENTER FOR HEMODIALYSIS CARE, INC.",10,Dr. Vimar A. Luz,4613108,NaN,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"1163 Evamin Complex, Quirino Highway, Brgy. Kaligayahan, Novaliches, Quezon City",14.7336308,121.0494338,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,425.0
NCR,Quezon City,NaN,"G/F No. 99 Don Manuel Agregado St., Bgry. St. Peter, Quezon City",PVT,PROVIDENT MEDICAL HEALTH CARE & SERVICES INC.,19,Dr. Ermalyn M. Romance,"7324557/741340
8 loc 151 & 203/0933811338
3",NaN,"Jan. 4, 2021 to
Dec. 31, 2023",NaN,"G/F No. 99 Don Manuel Agregado St., Bgry. St. Peter, Quezon City",14.631006,121.0010228,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,426.0
NCR,Quezon City,NaN,"Lot 20 Block 92 Regalado Highway, Brgy. Greater Lagro, Novaliches, Quezon City",PVT,REGALADO KIDNEY CARE CENTER INC.,17,Dr. VIMAR LUZ,"3767361/372735
5/09369608080/0
9190848055",rkcc.regalado@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"Lot 20 Block 92 Regalado Highway, Brgy. Greater Lagro, Novaliches, Quezon City",14.7234728,121.0612201,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,427.0
NCR,Quezon City,NaN,"Blk. 57 No. 150 Reynaldo St., Josefina Subdivision, Nagkaisang Nayon, Quezon City",PVT,"RENAL THERAPY SOLUTIONS,
INC.  (new)",12,Dr. Janice Kristine Refe - Friolo,"0928 5026294 /
0917 3268172",michaelbernabe.rtsi@gmail.com,"June 21, 2021 to
Dec. 31, 2023",NaN,"Blk. 57 No. 150 Reynaldo St., Josefina Subdivision, Nagkaisang Nayon, Quezon City",14.719623,121.0234757,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,428.0
NCR,Quezon City,NaN,"Suite 201 Pasda
Commercial Bldg., #9 cor. P. Florentino St., G. Araneta Ave., Quezon City",PVT,"ROYAL CARE DIALYSIS CENTER, INC.",10,Dr. Juliet Kaw- Navarro,"02-
8010995/588020
0",rcdcaccounts_araneta@yahoo.com.ph,"Jan. 3, 2020 to
Dec. 31, 2022",NaN,"Suite 201 Pasda
Commercial Bldg., #9 cor. P. Florentino St., G. Araneta Ave., Quezon City",14.6292501,121.012876,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,429.0
NCR,Quezon City,NaN,"#5 Matulungin St., Patricia Bldg., Brgy. Central, Quezon City",PVT,"SAINT MARGARET DIALYSIS AND DIAGNOSTIC CENTER
(new)",11,Dr. Pamela Marie Imperial,0927-6269260,smddc88@gmail.com,"Jan. 20, 2021 to
Dec. 31, 2023",NaN,"#5 Matulungin St., Patricia Bldg., Brgy. Central, Quezon City",14.6421374,121.0498641,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,430.0
NCR,Quezon City,NaN,"22 East Ave., Biliman, Quezon City",PVT,"ST. BENEDICT DIALYSIS CENTER, INC.",24,Dr. Donna De Leon,"02-
3667898/090556
97146","stbenedict.dci22@mail
.com","Jan. 1, 2021 to
Dec. 31, 2023",NaN,"22 East Ave., Biliman, Quezon City",14.6416786,121.0471452,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,431.0
NCR,Quezon City,NaN,"1198 Casman Bldg., Brgy. Paligsahan, Quezon Ave., Quezon City",PVT,"ST. JOHN BIOCARE AND DIALYSIS CENTER FOUNDATION, INC.",34,Dr. Willian Gregory Rivero,"9218921/568340
1",NaN,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"1198 Casman Bldg., Brgy. Paligsahan, Quezon Ave., Quezon City",14.6358503,121.0246575,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,432.0
NCR,Quezon City,NaN,"# 14 Visayas Avenue, Brgy. Vasra, Quezon City",PVT,"ST. THERESA DIALYSIS CENTER, INC.",34,Dr. J. Meinard J. Nepomuceno,"02-
4565160/092070
90/4562255/0977
8198340/921471
8",st.theresadialysisctrinc@gmail.com/stociqc1998@gmail.com/st.theresadialysis@yahoo.com.ph,"Jan.1, 2020 to Dec. 31, 2022",NaN,"# 14 Visayas Avenue, Brgy. Vasra, Quezon City",14.6638624,121.0436314,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,433.0
NCR,Quezon City,NaN,"Blk. 83 Lot 32, Regalado Highway, North Fairview, Quezon City",PVT,"THERAPY MANAGEMENT SERVICES PHILS., INC.",21,Dr. Marie Angeline Ledesma-Gumba,"02-
4171297/091762
81429/09185127
079/82754299",anne_082000@yahoo.com/shirltanseng2018@gmail.com,"Jan.1, 2020 to Dec. 31, 2022",NaN,"Blk. 83 Lot 32, Regalado Highway, North Fairview, Quezon City",14.7140147,121.0612199,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,434.0
NCR,Las Pi�as City,NaN,"Hi Precision Diagnostic Bldg., R3/F L2 D1,
Alabang Zapote Road, Talon 2, Las Pi�as City",PVT,BEST NEPHRO SPECIALIST CORPORATION,15,Dr. Margrette Ruth Bernardo,84001617,bestnephros@gmail.com,"Jan.1, 2020 to Dec. 31, 2022",NaN,"Hi Precision Diagnostic Bldg., R3/F L2 D1,
Alabang Zapote Road, Talon 2, Las Pi�as City",14.4465276,120.9895628,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,435.0
NCR,Las Pi�as City,NaN,"172 Alabang-Zapote Road, Pamplona Dos, Las Pi�as City",PVT,MEDLINE DIALYSIS CENTER,5,Dr. Jose Maria P. Libo-On,"09189915064/09
189105689/8252
9601/097742695
25",welmachealthinc@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"172 Alabang-Zapote Road, Pamplona Dos, Las Pi�as City",14.453242,120.975162,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,436.0
NCR,Las Pi�as City,NaN,"440 Alabang Zapote Road, Talon Uno, Las Pi�as City",PVT,NEPHROLOGY CENTER OF LAS PI�AS DIALYSIS INC.,12,Dr. Vincent Paul Filio,"02-
8003775/800457
9",nclpdialysis@yahoo.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"440 Alabang Zapote Road, Talon Uno, Las Pi�as City",14.4361199,121.0079635,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,437.0
NCR,Makati City,NaN,"8900 P. Victor St. cor. Sampaguita St., Guadalupe Nuevo, Makati City",PVT,"B. BRAUN AVITUM PHILIPPINES, INC.",21,"Dr. Jose Protacio
D. Marcia","5885600/895222
1",eduardo.rodriguez@bbraun.com,"Jan.1, 2020 to Dec. 31, 2022",NaN,"8900 P. Victor St. cor. Sampaguita St., Guadalupe Nuevo, Makati City",14.563083,121.0473979,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,438.0
NCR,Makati City,NaN,"#10 Alfonso St. Brgy. Poblacion, Makati City",PVT,"B. BRAUN AVITUM PHILIPPINES, INC.  (new)",15,Dr. Mildred A. Tayag,9178369676,margarita.cosio@bbraun.com,"June 29, 2021 to
Dec. 31, 2023",NaN,"#10 Alfonso St. Brgy. Poblacion, Makati City",14.5630444,121.0319775,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,439.0
NCR,Makati City,NaN,"G/F EMF Bldg., 7426-
7426 M. Santillan St. Pio del Pilar, Makati City",PVT,"CORE RENAL CENTER, INC.",21,"Dr. Jose Protacio
D. Marcia","8442686/921892
1/8442693/77283
50/09176272464",NaN,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"G/F EMF Bldg., 7426-
7426 M. Santillan St. Pio del Pilar, Makati City",14.5529273,121.0133286,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,440.0
NCR,Makati City,NaN,"G/F, 13B Dahlia Street, Barangay Pembo, Makati City",PVT,ELITE DIALYSIS AND DIAGNOSTIC CORP.,14,Dr. Catherine P. Ang,"0917-5857050 /
0942-3066837","elite.jkummer@yahoo.com/elitedialysis888@gmail
.com","Jan. 3, 2020 to
Dec. 31, 2022",NaN,"G/F, 13B Dahlia Street, Barangay Pembo, Makati City",14.5478343,121.0585586,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,441.0
NCR,Makati City,NaN,"2257 Don Chino Roces Ave. Ext., Brgy.
Magallanes, Makati City",PVT,FRESENIUS KIDNEY CARE,16,Dr. Jose Maria Anson,"8175791/091780
29254/09178162
921",Nephrocare.ChinoRoces@fmc-asia.com/Joyce.Lacsamana@fmc-asia.com/arlene_asistio@fmc.asia.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"2257 Don Chino Roces Ave. Ext., Brgy.
Magallanes, Makati City",14.5320164,121.0248484,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,442.0
NCR,Makati City,NaN,"2113 Dela Rosa St. Cor. Amorsolo St., Brgy. Pio del Pilar, Makati City",PVT,"HEALTHPROTECT, INC.",6,Dr. Romeo M. Cruz,"02-
2252468/092586
04055",NaN,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"2113 Dela Rosa St. Cor. Amorsolo St., Brgy. Pio del Pilar, Makati City",14.5585199,121.0136293,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,443.0
NCR,Makati City,NaN,"3rd Floor Atrium, Guadalupe Commercial Complex, EDSA, Makati City",PVT,LTA DIALYSIS CENTER,10,Dr. Jeanne Bayaca,"8006301/091781
52332/09976086
475/8006261/091
71227575",ltadialysiscenter@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"3rd Floor Atrium, Guadalupe Commercial Complex, EDSA, Makati City",14.5662227,121.0455428,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,444.0
NCR,Makati City,NaN,"1105 Chino Roces Ave., Sta. Cruz, Makati City",PVT,"ROYAL CARE DIALYSIS CENTER, INC.",9,Dr. Renato M. Recio,"8010995/801207
4/8096603 /",royalcaredialysismakati@yahoo.com,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"1105 Chino Roces Ave., Sta. Cruz, Makati City",14.5680634,121.013863,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,445.0
